time,lat,lon,z,oxy
1902-08-21 12:00:00.000000000,58.116665,9.383333,0.0,267.9555
1902-08-21 12:00:00.000000000,58.116665,9.383333,0.0,243.99199
1902-08-21 12:00:00.000000000,57.866665,7.3333335,2.5,253.1417
1902-08-21 12:00:00.000000000,57.866665,7.3333335,10.0,246.1705
1902-08-21 12:00:00.000000000,57.866665,7.3333335,0.0,253.1417
1902-08-21 16:59:59.998283264,57.9,9.766666,5.0,218.7214
1902-08-22 03:00:00.000000000,57.8,9.75,0.0,247.0419
1902-08-22 08:00:00.000858112,57.533333,7.6,5.0,255.75589
1902-08-22 08:00:00.000858112,57.533333,7.6,0.0,250.5275
1902-08-22 12:00:00.000000000,58.216667,11.016666,20.0,233.5352
1902-08-22 12:00:00.000000000,58.216667,11.016666,2.5,215.2358
1902-08-22 16:59:59.998283264,57.283333,7.7833333,10.0,226.9997
1902-08-23 03:00:00.000000000,58.75,10.416667,10.0,239.635
1902-08-23 03:00:00.000000000,58.75,10.416667,0.0,220.4642
1902-08-23 04:00:00.000429056,57.0,8.05,0.0,250.5275
1902-08-23 04:00:00.000429056,57.0,8.05,5.0,253.57741
1902-08-23 13:59:59.998283264,58.833332,11.1,10.0,233.09949
1902-08-23 13:59:59.998283264,58.833332,11.1,0.0,244.86339
1902-08-23 13:59:59.998283264,58.833332,11.1,0.0,225.6926
1902-08-24 06:00:00.000000000,56.216667,7.35,0.0,238.3279
1902-08-24 06:00:00.000000000,56.216667,7.35,2.5,234.4066
1902-08-24 16:59:59.998283264,55.033333,7.5,7.5,241.8135
1902-08-25 15:00:00.000000000,58.316666,11.55,10.0,195.62929
1902-08-25 15:00:00.000000000,58.316666,11.55,20.0,150.7522
1902-10-29 11:00:00.000858112,54.5,10.35,30.0,305.8614
1902-10-29 11:00:00.000858112,54.5,10.35,0.0,229.1782
1902-10-29 16:59:59.998283264,54.933334,10.1,0.0,309.347
1902-10-29 16:59:59.998283264,54.933334,10.1,0.0,36.163097
1902-10-30 06:00:00.000000000,54.6,11.033334,2.5,308.03992
1902-10-30 06:00:00.000000000,54.6,11.033334,5.0,258.3701
1902-10-30 13:59:59.998283264,54.166668,11.266666,10.0,316.7539
1902-10-30 13:59:59.998283264,54.166668,11.266666,15.0,186.47961
1902-10-30 21:00:00.000000000,54.466667,12.25,0.0,316.3182
1902-10-30 21:00:00.000000000,54.466667,12.25,0.0,276.2338
1902-10-31 06:59:59.999141888,55.266666,13.216666,0.0,318.4967
1902-10-31 06:59:59.999141888,55.266666,13.216666,40.0,250.09178
1902-10-31 12:00:00.000000000,55.1,13.25,70.0,308.91132
1902-10-31 12:00:00.000000000,55.1,13.25,2.5,264.9056
1902-10-31 16:00:00.001716736,54.916668,13.3,2.5,215.6715
1902-10-31 21:00:00.000000000,54.716667,13.35,15.0,298.8902
1902-11-03 13:59:59.998283264,55.25,16.666666,0.0,328.0821
1902-11-03 13:59:59.998283264,55.25,16.666666,0.0,291.04758
1902-11-03 13:59:59.998283264,55.25,16.666666,0.0,237.8922
1902-11-05 09:59:59.999141888,54.9,19.25,5.0,308.91132
1902-11-05 09:59:59.999141888,54.9,19.25,15.0,250.5275
1902-11-05 09:59:59.999141888,54.9,19.25,0.0,45.312798
1902-11-07 22:59:59.998283264,54.583332,15.5,20.0,321.9823
1902-11-07 22:59:59.998283264,54.583332,15.5,0.0,129.8386
1902-11-07 22:59:59.998283264,55.45,20.316668,0.0,289.30478
1902-11-10 22:00:00.001716736,54.683334,6.2,2.5,193.4508
1902-11-10 22:00:00.001716736,54.683334,6.2,0.0,251.3989
1902-11-11 11:00:00.000858112,55.35,4.133333,2.5,240.94211
1902-11-11 11:00:00.000858112,55.35,4.133333,5.0,256.1916
1902-11-11 19:59:59.998283264,56.033333,3.2666667,20.0,165.566
1902-11-11 19:59:59.998283264,56.033333,3.2666667,30.0,142.0382
1902-11-12 08:00:00.000858112,58.683334,18.433332,0.0,308.91132
1902-11-12 08:00:00.000858112,58.683334,18.433332,0.0,234.4066
1902-11-12 08:00:00.000858112,58.683334,18.433332,0.0,126.353004
1902-11-12 08:00:00.000858112,58.683334,18.433332,5.0,99.7753
1902-11-12 08:00:00.000858112,58.683334,18.433332,0.0,105.0037
1902-11-12 08:00:00.000858112,58.683334,18.433332,2.5,110.2321
1902-11-12 21:00:00.000000000,56.683334,2.25,15.0,190.83661
1902-11-12 21:00:00.000000000,56.683334,2.25,10.0,179.50839
1902-11-13 06:59:59.999141888,57.4,3.7,0.0,164.6946
1902-11-13 16:00:00.001716736,57.833332,4.7833333,200.0,231.35669
1902-11-13 22:59:59.998283264,58.133335,5.3166666,0.0,246.60619
1902-11-13 22:59:59.998283264,58.133335,5.3166666,0.0,232.6638
1902-11-14 06:59:59.999141888,58.316666,5.7666664,5.0,273.6196
1902-11-14 06:59:59.999141888,58.316666,5.7666664,10.0,232.22809
1902-11-14 06:59:59.999141888,58.316666,5.7666664,15.0,241.37779
1902-11-14 06:59:59.999141888,58.316666,5.7666664,10.0,240.5064
1902-11-14 11:00:00.000858112,55.333332,15.716666,0.0,281.4622
1902-11-14 11:00:00.000858112,55.333332,15.716666,0.0,236.1494
1902-11-14 11:00:00.000858112,55.333332,15.716666,0.0,140.2954
1902-11-15 21:00:00.000000000,55.45,14.766666,10.0,328.0821
1902-11-15 21:00:00.000000000,55.45,14.766666,2.5,230.0496
1902-11-15 21:00:00.000000000,55.45,14.766666,5.0,145.08809
1902-11-16 08:00:00.000858112,57.866665,7.3333335,2.5,241.37779
1902-11-16 08:00:00.000858112,57.866665,7.3333335,5.0,231.7924
1902-11-16 08:00:00.000858112,57.866665,7.3333335,10.0,258.3701
1902-11-16 09:00:00.000000000,57.4,19.85,0.0,355.5312
1902-11-16 09:00:00.000000000,57.4,19.85,0.0,343.7673
1902-11-16 09:00:00.000000000,57.4,19.85,384.0,147.7023
1902-11-16 09:00:00.000000000,57.4,19.85,0.0,116.3319
1902-11-16 09:00:00.000000000,57.4,19.85,2.5,139.424
1902-11-16 15:00:00.000000000,57.533333,7.6,10.0,287.1263
1902-11-16 15:00:00.000000000,57.533333,7.6,5.0,245.73479
1902-11-16 22:59:59.998283264,57.283333,7.7833333,0.0,209.5717
1902-11-17 06:59:59.999141888,57.0,8.05,0.0,272.7482
1902-11-17 06:59:59.999141888,57.0,8.05,10.0,249.6561
1902-11-17 19:59:59.998283264,56.75,6.1,3750.0,263.1628
1902-11-18 06:59:59.999141888,56.216667,7.35,2.5,266.6484
1902-11-19 13:59:59.998283264,57.683334,11.383333,10.0,250.5275
1902-11-19 13:59:59.998283264,57.683334,11.383333,5.0,226.1283
1902-11-20 09:00:00.000000000,58.2,10.483334,0.0,243.99199
1902-11-20 18:00:00.000000000,58.433334,9.733334,7.5,254.4488
1902-11-20 18:00:00.000000000,58.433334,9.733334,30.0,273.1839
1902-11-20 18:00:00.000000000,58.433334,9.733334,0.0,262.7271
1902-11-20 22:59:59.998283264,57.883335,10.666667,2.5,227.4354
1902-11-21 06:00:00.000000000,58.583332,9.333333,0.0,243.5563
1902-11-21 06:00:00.000000000,58.583332,9.333333,30.0,258.3701
1902-11-22 19:00:00.001716736,58.75,10.416667,0.0,248.7847
1902-11-22 19:00:00.001716736,58.75,10.416667,2.5,258.8058
1902-11-23 22:59:59.998283264,58.833332,11.1,5.0,237.8922
1902-11-23 22:59:59.998283264,58.833332,11.1,20.0,215.2358
1902-11-25 06:00:00.000000000,57.9,9.65,0.0,212.6216
1902-11-25 22:00:00.001716736,58.166668,9.333333,2.5,250.96321
1902-11-25 22:00:00.001716736,58.166668,9.333333,10.0,274.9267
1902-11-25 22:59:59.998283264,58.35,8.933333,5.0,227.8711
1902-11-27 11:00:00.000858112,58.316666,11.55,10.0,126.788704
1903-02-05 01:00:00.000107520,54.683334,6.2,2.5,292.79037
1903-02-05 01:00:00.000107520,54.683334,6.2,5.0,291.4833
1903-02-05 13:59:59.998283264,55.35,4.133333,0.0,295.8403
1903-02-06 03:00:00.000000000,56.033333,3.2666667,10.0,289.30478
1903-02-06 03:00:00.000000000,56.033333,3.2666667,10.0,282.7693
1903-02-16 06:00:00.000000000,54.933334,10.1,0.0,352.91702
1903-02-16 06:00:00.000000000,54.933334,10.1,2.5,327.6464
1903-02-16 09:59:59.999141888,54.5,10.35,10.0,348.9957
1903-02-16 09:59:59.999141888,54.5,10.35,5.0,347.2529
1903-02-16 22:59:59.998283264,54.6,11.033334,0.0,358.5811
1903-02-16 22:59:59.998283264,54.6,11.033334,0.0,338.9746
1903-02-17 06:00:00.000000000,54.166668,11.266666,10.0,366.42368
1903-02-17 06:00:00.000000000,54.166668,11.266666,20.0,355.0955
1903-02-17 13:00:00.001716736,54.466667,12.25,0.0,358.14542
1903-02-17 21:00:00.000000000,55.266666,13.216666,0.0,394.7442
1903-02-17 21:00:00.000000000,55.266666,13.216666,3.0,312.83258
1903-02-18 01:00:00.000107520,55.1,13.25,2.5,330.69632
1903-02-18 04:59:59.999570944,54.916668,13.3,7.5,386.9016
1903-02-18 04:59:59.999570944,54.916668,13.3,15.0,338.1032
1903-02-18 08:00:00.000858112,58.266666,11.45,37.0,220.0285
1903-02-18 09:59:59.999141888,54.716667,13.35,110.0,400.844
1903-02-18 09:59:59.999141888,54.716667,13.35,348.0,369.47357
1903-02-18 21:00:00.000000000,54.583332,15.5,0.0,381.67322
